"user_text","User Text","사용자 문구","ユーザーテキスト","Текст","Texte utilisateur","Gebruiker tekst","Benutzertext","Texto de usuario","Testo Utente"
"text","Text","문구","テキスト","Текст","Texte","Tekst","Text","Texto","Testo"
"setup_av_roi_config","REGION OF INTEREST CONFIGURATION","관심 영역 설정","関心領域機能","Настройка области интереса","CONFIGURATION DE LA RÉGION D'INTÉRÊT","ROI Configuratie","KONFIGURATION DER REGION VON INTERESSE","CONFIGURACIÓN REGIÓN DE INTERÉS","CONFIGURAZIONE REGIONE DI INTERESSE"
"setup_av_lbr_config","SMART LOW BITRATE CONFIGURATION","스마트 로우 비트레이트 설정","スマート低ビットレート設定","Настройка интеллектуальной пропускной способности","SMART LOW BITRATE CONFIGURATION","Lage Bitrate Configuratie","INTELLIGENTE KONFIGURATION MIT NIEDRIGER BITRATE","CONFIGURACIÓN SMART LOW BITRATE","CONFIGURAZIONE SMART CON BITRATE BASSO "
"setup_lbrmode_0","CVBR (Framerate priority)","CVBR(프레임레이트 우선)","CVBR （フレームレート優先）","CVBR (приоритет FPS)","CVBR (priorité FPS)","CVBR (Framerate Prio)","CVBR(Priorität der Bildrate)","CVBR (prioridad de velocidad de fotogramas)","CVBR (Priorità frame)"
"setup_lbrmode_1","CVBR (Quality priority)","CVBR(품질우선)","CVBR （品質優先）","CVBR (приоритет качества)","CVBR (Priorité qualité)","CVBR (Kwaliteit Prio)","CVBR(Priorität Qualität)","CVBR (prioridad de calidad)","CVBR (Priorità alla qualità)"
"setup_lbrmode_2","CBR","CBR(고정 비트레이트)","CBR","CBR","CBR","CBR","CBR","CBR","CBR"
"acf_plus_configuration","SMART.ACF CONFIGURATION","SMART.ACF 설정","SMART.ACF CONFIGURATION","SMART.ACF CONFIGURATION","CONFIGURATION SMART.ACF","SMART.ACF CONFIGURATIE","Intelligenter.ACF KONFIGURATION","CONFIGURACIÓN SMART.ACF","CONFIGURAZIONE SMART.ACF"
"acf_plus_configuration_udp","SMART STREAM MOTION TRIGGERED CONTROL","SMART STREAM MOTION TRIGGERED CONTROL","SMART STREAM MOTION TRIGGERED CONTROL","ИНТЕЛЛЕКТУАЛЬНЫЙ КОНТРОЛЬ ПОТОКА ПО СОБЫТИЮ","COMMANDE À DÉCLENCHEMENT SMART STREAM MOTION","SMART STREAM MOTION TRIGGERED CONTROL","Intelligenter STREAM BEWEGUNGSGESTEUERTE STEUERUNG","CONTROL POR DETECCIÓN DE MOVIMIENTO EN EL FLUJO INTELIGENTE","CONTROLLO DEL MOVIMENTO DELLO SMART STREAM"
"acf_plus_configuration_stanley","SMART STREAM EVENT TRIGGERED CONTROL","SMART STREAM EVENT TRIGGERED CONTROL","SMART STREAM EVENT TRIGGERED CONTROL","ИНТЕЛЛЕКТУАЛЬНЫЙ КОНТРОЛЬ ПОТОКА ПО СОБЫТИЮ","COMMANDE À DÉCLENCHEMENT SMART STREAM EVENT","SMART STREAM EVENT TRIGGERED CONTROL","Intelligenter STREAM EREIGNISGESTEUERTE STEUERUNG","CONTROL POR EVENTOS EN EL FLUJO INTELIGENTE","CONTROLLO ATTIVAZIONE DEGLI EVENTI SMART STREAM"
"hold_on_time","Hold On Time","유지 시간","保持時間","Время постобработки","Tenez le temps","Wachttijd","Zeit einhalten","Detener tiempo","Hold On Time"
"trigger_event","Trigger Event","트리거 이벤트","トリガー イベント","Активация по событию","Événement déclencheur","Trigger Gebeurtenis","Ereignis auslösen","Evento Desencadenador","Evento scatenante"
"Acf_plus","SMART.ACF","SMART.ACF","SMART.ACF","SMART.ACF","SMART.ACF","SMART ACF","Intelligenter.ACF","SMART.ACF","SMART.ACF"
"Acf_plus_udp","SMART STREAM MTC","SMART STREAM MTC","SMART STREAM MTC","Контроль по событию","SMART STREAM MTC","SMART STREAM MTC","Intelligenter.Stream MTC","SMART STREAM MTC","SMART STREAM MTC"
"Acf_plus_stanley","SMART STREAM ETC","SMART STREAM ETC","SMART STREAM ETC","SMART STREAM ETC","SMART STREAM ETC","SMART STREAM ETC","Intelligenter.Stream ETC","SMART STREAM ETC","SMART STREAM ECC"
"Rate_control","SMART.RC","SMART.RC","SMART.RC","SMART.RC","SMART.RC","SMART RC","Intelligenter.RC","SMART.RC","SMART.RC"
"Rate_control_udp","SMART STREAM RC","SMART STREAM RC","SMART STREAM RC","Контроль по скорости","SMART STREAM RC","SMART STREAM RC","Intelligenter.Stream RC","SMART STREAM RC","SMART STREAM RC"
"stream_quality","Stream Quality","영상 품질","ストリーム 品質","Качество потока","Qualité du flux","Stream Kwaliteit","Stream-Qualität","Calidad del flujo","Qualità del flusso"
"dyn_gop_enable","Dynamic GOP","유동 GOP","動的 GOP","Динамическая группа кадров","GOP dynamique","Dynamische GOP","Dynamisches GOP","GOP dinámico","GOP dinamico"
"fps_drop_enable","FPS Drop","FPS Drop","FPS Drop","FPS Drop","FPS Drop","FPS Drop","FPS-Verlust","Caída FPS","Riduzione FPS"
"rate_control_configuration","SMART.RC(RATE CONTROL) CONFIGURATION","SMART.RC(RATE CONTROL) CONFIGURATION","SMART.RC(RATE CONTROL) CONFIGURATION","SMART.RC(RATE CONTROL) CONFIGURATION","CONFIGURATION SMART.RC (RATE CONTROL)","SMART RC (RATE CONTROL) CONFIGURATIE","Intelligenter .RC(RATE CONTROL) KONFIGURATION","CONFIGURACIÓN SMART.RC (TASA DE CONTROL)","CONFIGURAZIONE SMART.RC(RATE CONTROL)"
"rate_control_configuration_udp","SMART STREAM RATE CONTROL","SMART STREAM RATE CONTROL","SMART STREAM RATE CONTROL","ИНТЕЛЛЕКТУАЛЬНЫЙ КОНТРОЛЬ СКОРОСТИ ВИДЕОПОТОКА","CONTRÔLE DE DÉBIT SMART STREAM","SMART STREAM RATE CONTROL","Intelligenter STREAM RATE CONTROL","CONTROL SMART STREAM RATE","CONTROLLO INTELLIGENTE DELLA VELOCITÀ DEL FLUSSO"
"audio","AUDIO","오디오","音声","Аудио","L'AUDIO","AUDIO","Audio","AUDIO","AUDIO"
"audio_configuration","AUDIO CONFIGURATION","오디오 설정","音声設定","Настройка аудио","CONFIGURATION AUDIO","AUDIO CONFIGURATIE","Audioeinstellung","AUDIO CONFIGURACIÓN","CONFIGURAZIONE AUDIO"
"audio_encode","Audio Encode","오디오 인코드","音声エンコード","Аудио кодек","Codage audio","Audio Coderen","Audio Encodierung","Codificar audio","Codifica audio"
"audio_codec","Codec","코덱","コーデック","Кодек","Codec","Codec","Codec","codec","Codec"
"audio_volume","Volume","음량","ボリューム","Громкость","Le volume","Volume","Lautstärke","Volumen","Volume"
"audio_samplerate","Sample Rate","셈플레이트","サンプルレート","Частота дискретизации","Taux d'échantillonnage","Sample Rate","Abtastfrequenz","Frecuencia de muestreo","Frequenza di campionamento"
"audio_format","Format","포맷","フォーマット","Формат аудио","Format","Audio Format","Format","Formato","Formato"
"privacy_mask_conf","PRIVACY MASK CONFIGURATION","사생활 보호 설정","プライバシーマスク設定","Настройка зон маскирования","CONFIGURATION DU MASQUE DE CONFIDENTIALITÉ","PRIVACY MASK CONFIGURATIE","KONFIGURATION DER SCHUTZMASKE","CONFIGURACIÓN MÁSCARA DE PRIVACIDAD","CONFIGURAZIONE MASCHERA PRIVACY"
"setup_privacy_area","Area","영역","エリア","Зона","Région","Gebied","Bereich","Área","Area"
"setup_privacy_area1","Area1","영역1","エリア 1","Зона1","Région 1","Gebied 1","Bereich 1","Área1","Area1"
"setup_privacy_area2","Area2","영역2","エリア 2","Зона2","Région 2","Gebied 2","Bereich 2","Área2","Area2"
"setup_privacy_area3","Area3","영역3","エリア 3","Зона3","Région 3","Gebied 3","Bereich 3","Área3","Area3"
"setup_privacy_area4","Area4","영역4","エリア 4","Зона4","Area4","Gebied 4","Bereich 4","Área4","Area4"
"msg_privacy_caution","In this camera model, the position of the mask is not dynamically interlocked with Pan/Tilt/Zoom movements.","이 카메라 모델에서는 마스크의 위치가 팬/틸트/줌과 동적으로 연동되지 않습니다.","このカメラの型式では、マスクの位置はパン／チルト／ズーム動作と動的に連動しません。","В данной модели положение зон маскирования не меняется вместе с настройками PTZ.","Dans ce modèle de caméra, la position du masque n'est pas verrouillée dynamiquement avec les mouvements Pan / Tilt / Zoom.","Het privacy mask in deze camera wordt niet dynamisch aangepast in relatie tot de Pan/Tilt/Zoom bewegingen.","Bei diesem Kameramodell ist die Position der Maske nicht dynamisch mit den Schwenk-/Neige-/Zoom-Bewegungen gekoppelt.","En este modelo de cámara, la posición de la máscara no se bloquea de forma dinámica a los movimientos pan / tilt / zoom.","In questo modello di telecamera, la posizione della maschera non è interbloccata dinamicamente con i movimenti Pan/Tilt/Zoom."
"setup_image_settings","Image Settings","이미지 설정","画像設定","Настройка изображения","Paramètres d'image","Beeld Instellingen","Bildeinstellung","Ajustes de imagen","Impostazioni immagine"
"setup_av_aeenable","Auto Exposure","자동노출","オート露光","Автоэкспозиция","Exposition automatique","Autom. Belichting","automatische Belichtung","Exposición automática","Esposizione automatica"
"setup_av_localexpo","Local Exposure","로컬 노출","局所露光","Локально","Exposition locale","Handm. Belichting","lokale Belichtung","Exposición local","Esposizione locale"
"setup_ae_compansation","Exposure compensation","노출 보정","露光補正","Компенсация экспозиции","Compansation d'exposition","Belichting compensatie","Belichtungskompensation","Compensación de exposición","Compensazione dell'esposizione"
"setup_ae_level","Exposure Level","목표노출레벨","露光レベル","Регулировка экспозиции","Niveau d'exposition","Belichting niveau","Belichtungsgrad","Nivel de exposición","Livello di esposizione"
"setup_flickerless","Flickerless","깜박임보정","フリッカレス","Подавление мерцания","Sans scintillement","Flikkervrij","Flackerfrei","Sin parpadeo","Sfarfallio"
"setup_ae_metering","AE Metering","노출측정범위","オート露光計測","Замер экспозиции","Mesure AE","AE Dosering","AE Dosierung","Medición AE","Misurazione AE"
"setup_ae_spot","Spot","지점","スポット","Точечный","Spot","Spot","Punkt","Punto","Punto"
"setup_ae_center","Center","중앙","中央","Центровзвешенный","Centre","Center","Mitte","Centro","Centro"
"setup_ae_average","Average","평균","平均","Усредненный","Moyenne","Gemiddeld","Durchschnitt","Promedio","Media"
"setup_ae_custom","Custom","사용자지정","カスタム","Задать","Personalisé","Aangepast","Maßgeschneidert","Personalizado","Personalizzato"
"setup_shutter","Shutter Speed","노출 시간","シャッタースピード","Скорость затвора","Vitesse d'obturation","Sluiter snelheid","Belichtungsgeschwindigkeit","velocidad de obturación","Velocità dell'otturatore"
"setup_slow_shutter_limit","Slow Shutter Limit","저속 노출 제한","スローシャッター","Медленный предел экспозиции","Limite d'obturation lente","Trage Sluiter Grens","Langsame Blende Grenze","Límite de obturación lenta","Limite otturatore lento"
"setup_slow_shutter","Slow Shutter","저속 노출","スローシャッター","Медленный затвор","obturation lent","Trage Sluiter","Langsamer Shutter","Obturador lento","Otturatore lento"
"setup_shutter_limit","Shutter Limit","노출 제한","シャッター制限","Предел затвора","Limite d'obturation","Sluiter grens","Shutterlimit","Límite del obturador","Limite otturatore"
"setup_max_shutter_limit","Max Shutter Limit","노출 최대값 제한","シャッター制限","Предел затвора","Limite d'obturation","Sluiter grens","Shutterlimit","Límite del obturador","Limite massimo dell'otturatore"
"setup_gain_limit","Gain Limit","게인 제한","ゲインリミット","Максимальное усиление","Gain Limit","Versterking Limit","Gain Limit","Límite de ganancia","Limite di guadagno"
"setup_iris_mode","IRIS Mode","노출 모드","アイリスモード","Режим IRIS","Mode IRIS","IRIS Mode","IRIS Modus","Modo IRIS","Modalità IRIS"
"setup_auto","Auto","자동","オート","Авто","Auto","Auto","Auto","Auto","Auto"
"setup_manual_c","Manual","수동","手動","Вручную","Manuel","Handmatig","Manuell","Manual","Manuale"
"setup_fog","Fog","안개","Fog","Туман","Brouillard","Mist","Nebel","Niebla","Nebbia"
"setup_bright","Bright","밝기","明るい","Яркий","Brillant","Helder","Hell","Brillo","Luminosa"
"setup_blc","BLC","BLC","BLC","BLC","BLC","BLC","BLC","BLC","BLC"
"setup_ae_gain","Gain","Gain","Gain","Усиление","Gain","Versterking","Gain ","Ganancia","Guadagno"
"setup_ae_iris","Iris","Iris","Iris","Диафрагма","Iris","Iris","Iris","Iris","Iris"
"setup_agc","AGC","AGC","AGC","AGC","AGC","AGC","AGC","AGC","AGC"
"setup_day_night_settings","Day & Night Setting","주/야간 설정","デイ&ナイト設定","Настройки режима день/ночь","Réglage jour et nuit","Dag/Nacht Instellingen","Tag/Nachteinstellung","Ajuste Día y Noche","Impostazione giorno e notte"
"setup_day_night_sub","Day & Night","주/야간","デイ&ナイト","Режим","Jour Nuit","Dag/Nacht","Tag/Nacht","Día y Noche","Giorno & Notte"
"setup_night","Night","야간","ナイト","Ночь","Nuit","Nacht","Nacht","Noche","Notte"
"setup_dn_day","Day","주간","デイ","День","Journée","Dag","Tag","Día","Giorno"
"setup_dn_night","Night","야간","ナイト","Ночь","Nuit","Nacht","Nacht","Noche","Notte"
"setup_dn_sched","Schedule","스케줄","スケジュール","Расписание","Programme","Schema","Zeitplan","Calendario","Calendario"
"setup_dn_night_time","Day -> Night Time","주간 -> 야간 시간","デイ -> ナイト時間","Время перехода День-> Ночь","Jour -> Nuit","Dag -> Nacht Tijd","Tag -> Nachtzeit","Día -> Noche","Giorno -> Notte"
"setup_dn_day_time","Night -> Day Time","야간 -> 주간 시간","ナイト -> デイ時間","Время перехода Ночь -> День","Nuit -> Jour","Nacht -> Dag Tijd","Nacht -> Tagzeit","Noche -> Día","Notte -> Giorno"
"setup_ir_led_enable","IR Mode","IR 모드","IR Mode","Режим ИК","Mode IR","IR Modus","IR Modus","Modo IR","Modalità IR"
"setup_ir_led_strength","IR Strength","IR 강도","IR Strength","ИК-сила","Force IR","IR-sterkte","IR-Stärke","Potencia IR","Potenza IR"
"setup_dn_sched_dup","Schedules are duplicated.","시간이 중복되었습니다.","スケジュールが重複しています。","Расписание скопировано.","Les horaires sont dupliqués.","Tijdschema is gekopieerd","Zeitpläne sind dupliziert","Los horarios se duplican.","I calendari sono duplicati."
"setup_schedule","Schedule","스케줄","スケジュール","Расписание","Calendrier","Schema","Zeitplan","Calendario","Programma"
"setup_event_recurrences","Recurrences","반복","繰り返し","Повторения","Récurrences","Herhalingen","Wiederholungen","Recurrencias","Ricorrenze"
"setup_dn_threshold","Threshold level","임계값","Threshold level","Порог","Niveau de seuil","Drempel niveau","Schwellwert","Nivel de umbral","Livello di soglia"
"setup_hr_sens","High Sensitivity","High Sensitivity","High Sensitivity","Высокая чувствительность","Haute sensibilité","Hoge Gevoeligheid","Hohe Empfindlichkeit","Alta sensibilidad","Alta Sensibilità"
"setup_ir_c","IR correction","IR correction","IR correction","ИК-коррекция","Correction IR","IR correctie","Infrarot-Korrektur","corrección de IR","Correzione IR"
"setup_color_level","Color Level","컬러 전환값","色レベル","Уровень перехода День->Ночь","Niveau de couleur","Kleur niveau","Farblevel","Nivel de color","Livello di colore"
"setup_bw_level","B/W Level","흑백 전환값","B/W レベル","Уровень перехода Ночь->День","Niveau N / B","Z/W niveau","S/W Level","Nivel Blanco y Negro","Livello B/N"
"setup_led_mode","IR LED Mode","IR LED 모드","IR LED Mode","Режим ИК-подсветки","Mode LED IR","IR LED Modus","IR LED Modus","Modo LED IR","Modalità LED IR"
"setup_led_satu","LED Saturation","LED 채도","LED Saturation","Насыщенность ИК","Saturation LED","LED Verzadiging","LED Sättigung","Saturación LED","Saturazione LED"
"setup_transition_time","Transition Time","전환 시간","移行時間","Задержка перехода","Temps de transition","Transitie Tijd","Übergangszeit","Tiempo de transición","Tempo di transizione"
"setup_slow","Slow","느림","低速","Длинная","Lent","Langzaam","Langsam","Lento","Lento"
"setup_middle","Middle","중간","中間","Стандартная","Milieu","Middel","Mittel","Medio","Mezzo"
"setup_fast","Fast","빠름","高速","Короткая","Vite","Snel","Schnell","Rápido","Veloce"
"setup_day_night_time","Day -> Night Time","주간 -> 야간 전환 시간","デイ -> ナイト時間","Время перехода Ночь -> День","Jour -> Nuit","Dag -> Nacht Tijd","Tag -> Nachtzeit","Día -> Noche","Giorno -> Notte"
"setup_night_day_time","Night -> Day Time","야간 -> 주간 전환 시간","ナイト -> デイ時間","Время перехода День-> Ночь","Nuit -> Jour","Nacht -> Dag Tijd","Nacht -> Tagzeit","Noche -> Día","Notte -> Giorno"
